"Code","Area","Path","Status","Reason"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/components/AuditTables.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/components/Rankings.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/components/VelocityMatrix.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/gudang/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/inbound/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/map/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/mutasi-stok/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/opname/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/pindah-gudang/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/release/ReleaseClient.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/release/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/stok/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/transfers/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","frontend/src","frontend/src/app/(dashboard)/warehouse/workstation/page.tsx","REVIEW_FRONTEND_PAGE","Frontend page - check against nexerpRoute in catalog"
"M","package.json","package.json","REVIEW_CONFIG","Build/tooling config"
"??",".kilo/",".kilo/","DROP_SESSION","Kilo session artifacts - temporary"
"??","backend/prisma","backend/prisma/migrations/20260720_add_mkt_proto_tables/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260721_add_rnd_tasks_and_projects/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822080000_r4_fix_legacy_leadstatus_unused_enum/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822081953_lead_attribution_journey/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822085000_r4_fix_formulas_id_to_uuid/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822085000_r4_fix_text_id_columns_to_uuid/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822086000_r4_create_missing_goods_requirement_tables/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822095959_marketing_batch3_placeholder_repair/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822100000_batch3_so_formula_pinning/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822110000_batch3_legal_applicability/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260822120000_regulatory_pipeline_unique/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260823090000_batch4_requirement_procurement_lineage/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260823093000_batch5_receiving_inventory_integrity/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260823130000_batch5_requisition_issue_return/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260823150000_batch6_production_qc_finished_flow/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260823170000_batch7_finance_lineage/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260823200000_r4_create_self_qr_devices/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260824090000_marketing_sales_roster_alignment/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260824200000_r2_shipment_lot_lineage/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260825090000_r4_prodlight_to_canonical/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260902120000_phase2_marketing_command/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260902140000_add_director_user_role/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260902150000_zaki_director_role/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260902180000_lead_captures_kommo_columns/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260902200000_omni_crm_state/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260902210000_marketing_tasks/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260904120000_marketing_management_tasks_full/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/20260910150000_marketing_task_social_foundation/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/prisma","backend/prisma/migrations/add_assigned_phone/","REVIEW_PRISMA","Prisma schema/data/migration"
"??","backend/scripts","backend/scripts/audit-migration-history.ts","REVIEW",""
"??","backend/scripts","backend/scripts/rehearse-marketing-phase2.ts","REVIEW",""
"??","backend/scripts","backend/scripts/repair-migration-history.ts","REVIEW",""
"??","backend/test","backend/test/jest-marketing.json","REVIEW",""
"??","backend/tsconfig.marketing-test.json","backend/tsconfig.marketing-test.json","REVIEW_CONFIG","Build/tooling config"
"??","backend/tsconfig.marketing.json","backend/tsconfig.marketing.json","REVIEW_CONFIG","Build/tooling config"
"??","docs/legacy-erp","docs/legacy-erp/backend/","REVIEW",""
"??","docs/marketing","docs/marketing/","REVIEW",""
"??","""dreamlab-erp-\342\200\224-task-&-social-media-management/""","""dreamlab-erp-\342\200\224-task-&-social-media-management/""","REVIEW_SEPARATE_PROJECT","Different folder - separate project scope"
"??","evidence/","evidence/","REVIEW",""
"??","frontend/.husky","frontend/.husky/","REVIEW",""
"??","frontend/commitlint.config.cjs","frontend/commitlint.config.cjs","REVIEW_CONFIG","Build/tooling config"
"??","frontend/eslint-rules","frontend/eslint-rules/","REVIEW",""
"??","frontend/tsconfig.marketing.json","frontend/tsconfig.marketing.json","REVIEW_CONFIG","Build/tooling config"
"??","scripts/verify-marketing-phase0.ps1","scripts/verify-marketing-phase0.ps1","REVIEW",""
"??","scripts/verify-marketing-phase1.ps1","scripts/verify-marketing-phase1.ps1","REVIEW",""
"??","scripts/verify-marketing-phase2.ps1","scripts/verify-marketing-phase2.ps1","REVIEW",""
